Date,AFK,BWX,CANE,COFF.MI,CORN,COTN.MI,COW.TO,CPER,EMB,EMLC,EPHE,EPOL,EWC,EWJ,EWS,EWT,EWU,EWZ,FXA,FXB,FXC,FXE,FXF,FXY,GLD,HYG,IEF,IEV,IGOV,IJH,ILF,IWM,LQD,MCHI,MUB,NICK.MI,PALL,PPLT,REM,REZ,SCHH,SHY,SLV,SOYB,SPY,THD,TINM.MI,TIP,TLT,TUR,UNG,URA,USO,UUP,VNM,VNQ,WEAT,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2012-01-02,17.4649,24.7279,22.93,2.9625,41.98,2.14,18.7539,24.5,56.799,22.5165,20.1046,14.6161,19.7142,28.134,12.1856,12.8225,18.448,30.3864,88.043,141.0753,90.9964,122.8167,105.0451,127.93,151.99,41.6038,78.4212,22.5484,45.7336,14.2172,23.6314,60.9161,69.6064,30.3424,75.9728,16.555,64.56,137.82,12.0358,27.9456,9.1937,68.8111,26.94,22.06,98.0214,41.2443,33.3933,83.2579,82.7175,28.533,413.44,32.2293,304.88,18.7715,11.4129,33.3428,112.0,12.5693,21.1009,8.1695,26.0275,10.577,22.35,11.2522,27.4844,16.535
2012-01-03,17.7701,24.9759,23.81,2.9175,42.62,2.2125,19.1223,25.16,56.2763,22.7553,20.4799,15.1092,20.3071,28.6899,12.6019,12.9648,18.9959,31.6095,89.2926,142.119,91.6984,123.8647,105.9046,128.46,155.92,41.7387,77.9235,23.2568,45.935,14.3697,24.2975,61.9238,69.5513,30.9609,76.0499,16.515,65.45,141.53,12.1784,28.0341,9.2654,68.7704,28.83,22.29,99.5834,42.3833,34.7737,83.2294,81.4759,29.7467,414.08,33.5739,317.52,18.6127,11.5697,33.6245,112.3,12.9182,21.6869,8.3832,26.5982,10.7266,22.3294,11.0521,27.841,16.6748
2012-01-04,17.7091,24.7784,24.33,3.0025,42.51,2.245,19.2263,24.4,56.4316,22.5165,20.6847,14.7715,20.2701,28.659,12.6132,12.9101,18.9617,31.726,89.2926,141.8443,91.5865,122.8548,104.8152,128.33,156.71,41.6689,77.6784,23.0162,45.5596,14.3291,24.3919,61.5851,69.6064,30.9609,76.1834,16.37,64.21,140.54,12.1689,27.4527,9.1049,68.7786,28.39,22.16,99.7396,41.7384,34.0908,83.3079,80.5071,28.9005,430.08,34.2857,318.16,18.713,11.4442,33.0496,111.0,13.027,21.7327,8.3581,26.7216,10.7557,22.2812,10.9895,27.7063,16.8062
2012-01-05,17.7227,24.4757,22.84,2.92,41.51,2.2525,19.4341,24.35,56.3488,22.4797,20.8382,14.4203,20.1441,28.3193,12.5794,13.0305,18.6763,31.2971,88.4061,140.7916,90.9712,121.4163,103.6458,127.46,157.78,41.4875,77.6933,22.5885,45.1064,14.4395,24.081,61.9321,69.3066,31.0061,76.5343,16.65,63.16,139.83,12.0833,27.7307,9.2039,68.7867,28.51,21.85,100.0052,41.5462,34.5282,83.4649,80.3639,28.6231,410.88,33.9298,313.36,18.9135,11.2325,33.3601,108.65,13.0645,21.6289,8.4712,26.7293,10.789,22.2675,11.0114,27.7855,16.946
2012-01-06,17.6209,24.337,22.85,2.925,41.35,2.2675,19.4625,24.42,56.1003,22.5165,20.5482,14.1501,19.9366,28.0105,12.4782,12.9539,18.5621,30.9847,88.0705,140.0866,90.244,120.7114,103.346,127.89,157.2,41.3572,77.9978,22.3145,44.7493,14.4281,23.9256,61.7751,69.5758,30.2896,77.594,16.99,60.9,138.56,12.1879,27.5791,9.1493,68.7786,27.91,21.5,99.7475,41.2169,34.5204,83.7431,80.9983,27.9226,424.96,33.3366,313.76,18.9803,11.2952,33.2509,107.9,13.0458,21.5007,8.4209,26.6753,10.7931,22.123,10.952,27.833,16.9714
2012-01-09,17.5463,24.4169,23.0,2.955,42.19,2.225,19.4814,24.42,56.0176,22.59,20.9149,14.2311,19.9958,28.1031,12.3657,13.0305,18.585,31.6359,88.2513,140.4528,90.6356,121.1877,103.9457,128.17,156.5,41.413,78.0127,22.4281,44.2778,14.5076,24.2087,62.089,69.4718,30.7874,77.8537,17.025,61.08,141.16,12.2449,27.459,9.1356,68.7949,28.13,22.14,99.9896,41.6492,34.4203,83.8288,80.855,27.9434,417.92,33.653,312.64,18.9135,11.4521,33.1359,109.35,13.072,21.6045,8.4649,26.8758,10.7765,22.1574,10.9676,27.8806,16.946
2012-01-10,17.9194,24.4841,23.0,2.99,42.05,2.295,19.6892,24.42,56.002,22.7278,21.3159,14.4473,20.2552,28.4428,12.7032,13.3262,18.8019,32.2872,88.7418,140.5443,91.1483,121.1972,104.0056,128.13,158.64,41.5572,77.8567,22.7555,44.1587,14.7072,24.5973,62.9976,69.6676,31.6698,77.2221,17.405,62.77,144.62,12.302,27.7371,9.2551,68.803,29.05,22.07,100.8565,42.3353,35.2438,83.5719,80.7186,28.4914,405.12,34.2461,314.72,18.8968,11.7109,33.5038,108.8,13.3159,21.7968,8.6157,27.2614,10.8139,22.2331,10.9833,28.0866,17.0562
2012-01-11,17.9126,24.4631,23.3,3.11,42.06,2.2975,19.7459,25.22,55.9865,22.6727,21.4694,14.3527,20.1589,28.3193,12.7257,13.3481,18.5964,32.4725,88.802,139.1619,90.9526,120.5685,103.4159,128.06,159.67,41.5154,78.3098,22.6152,44.2457,14.7365,24.725,63.2454,69.6553,31.7075,77.4326,17.475,63.74,147.57,12.34,27.7371,9.2961,68.8274,29.14,21.73,100.9112,41.9373,35.5861,83.7859,81.7692,29.1502,384.64,34.8393,311.36,18.9803,11.7188,33.7395,111.25,13.4472,21.5038,8.7163,27.3462,10.8472,22.1368,10.9332,28.1103,17.0816
2012-01-12,18.0618,24.5346,23.04,3.1075,39.75,2.255,19.8404,25.72,56.0331,22.5624,21.64,14.8863,20.2627,28.1957,12.827,13.3919,18.6078,32.8961,89.1291,139.3358,91.0551,121.7117,104.5753,128.22,160.38,41.4596,78.1464,22.8424,44.4838,14.7689,24.8748,63.4353,69.8144,31.5793,77.4817,17.69,62.81,147.98,12.378,27.4274,9.2278,68.8193,29.31,21.29,101.1533,42.1295,36.6261,83.6575,81.6532,29.7675,377.6,35.7884,304.48,18.855,11.907,33.4923,105.8,13.6348,21.3023,8.7477,27.5853,10.9012,22.1299,10.9176,28.1975,17.1324
2012-01-13,17.8447,24.4505,22.95,3.065,39.19,2.275,20.0482,25.53,56.0124,22.6727,21.367,14.5824,20.107,28.2575,12.9282,13.2276,18.3795,32.4831,88.8365,139.1436,90.6636,120.3493,103.6358,127.96,159.26,41.413,78.4956,22.4214,44.3236,14.6975,24.5029,63.0967,70.0653,31.5265,77.6782,17.555,63.14,147.2,12.4161,27.6486,9.2415,68.8356,28.82,21.16,100.63,41.4502,36.6756,83.893,82.4651,29.2127,362.88,35.7488,305.28,19.0054,11.8913,33.567,104.65,13.5448,21.1955,8.6849,27.3694,10.8389,22.1093,10.9113,28.0707,17.1113
2012-01-16,17.8447,24.4505,22.95,3.0175,39.19,2.2875,19.7837,25.53,56.0124,22.6727,21.367,14.5824,20.107,28.2575,12.9282,13.2276,18.3795,32.4831,88.8365,139.1436,90.6636,120.3493,103.6358,127.96,159.26,41.413,78.4956,22.4214,44.3236,14.6975,24.5029,63.0967,70.0653,31.5265,77.6782,17.44,63.14,147.2,12.4161,27.6486,9.2415,68.8356,28.82,21.16,100.63,41.4502,36.6746,83.893,82.4651,29.2127,362.88,35.7488,305.28,19.0054,11.8913,33.567,104.65,13.5448,21.1955,8.6849,27.3694,10.8389,22.1093,10.9113,28.0707,17.1113
2012-01-17,18.0889,24.5178,23.21,2.995,39.25,2.3475,19.9349,25.53,56.0538,22.9667,21.5888,15.1227,20.2256,28.2575,13.0745,13.3043,18.4708,33.2561,89.3442,139.2352,91.2975,120.8066,103.8757,128.16,160.5,41.4968,78.5698,22.7756,44.3281,14.717,24.9859,63.0719,70.2794,32.243,77.7414,17.55,64.36,150.32,12.4256,27.8445,9.3337,68.8437,29.19,21.2,101.0206,41.8962,37.7552,83.9785,82.8471,30.357,343.68,38.3193,310.32,18.9385,12.1423,33.843,104.8,13.6198,21.3451,8.6157,27.5082,10.8887,22.1918,10.902,28.245,17.1579
2012-01-18,18.3806,24.6607,23.21,2.9825,38.64,2.29,20.1616,25.53,56.3591,23.2331,22.1347,15.6225,20.4776,28.5972,13.2545,13.5014,18.7448,34.2092,89.9121,140.1964,91.6891,122.026,105.0351,128.21,161.6,41.6131,78.3247,23.1966,44.5799,14.9653,25.6909,64.1952,70.1388,32.7936,77.7765,17.345,66.22,150.54,12.4541,28.0025,9.3849,68.8356,29.65,21.16,102.1375,42.4245,37.8479,83.9144,81.8442,31.3696,343.04,40.2965,310.64,18.7715,12.5032,34.0787,102.5,13.7737,21.6961,8.7477,27.7549,11.0467,22.24,10.8988,28.4035,17.4333
2012-01-19,18.3806,24.7742,23.62,2.97,39.26,2.2975,20.2183,27.03,56.504,23.4076,22.1347,15.9129,20.5962,28.8134,13.3333,13.6985,18.9046,34.3098,89.8433,140.6633,91.6798,123.0454,105.8447,127.62,161.22,41.6735,77.8567,23.5776,44.4472,15.0886,25.7686,64.5917,70.1203,33.2763,77.8818,17.605,67.11,150.31,12.5492,27.9519,9.4362,68.8356,29.74,21.38,102.6764,42.8705,38.0116,83.6076,80.7186,31.543,321.92,41.3247,309.52,18.6712,12.7071,34.2109,102.5,13.7849,21.7846,8.8294,28.048,11.1256,22.2812,10.8081,28.4035,17.5859
2012-01-20,18.1771,24.8961,23.67,2.9825,39.45,2.3025,20.3222,26.65,56.6593,23.426,22.3394,15.9332,20.5665,29.184,13.4346,13.6437,18.9959,34.4422,90.3941,141.3224,91.5119,122.6928,105.5948,127.88,162.07,41.6735,77.5893,23.6377,44.319,15.0642,25.7797,64.633,69.943,33.2084,77.573,18.195,66.97,151.69,12.6727,27.9583,9.4976,68.8193,31.22,21.34,103.0591,42.6715,37.9676,83.4363,79.8044,31.5638,325.76,40.5734,302.24,18.6879,12.8248,34.4236,102.55,13.7249,21.7876,8.886,27.8861,11.1381,22.2881,10.8238,28.4035,17.4418
2012-01-23,18.4484,24.9045,23.98,2.865,39.82,2.29,20.3411,27.12,56.8042,23.6281,22.3138,16.2979,20.9297,29.3075,13.5246,13.7642,19.1215,34.6857,90.8932,141.4415,92.006,123.6836,106.5243,127.88,163.16,41.8178,77.4184,23.8181,44.6165,15.0724,25.8241,64.5504,69.8389,33.5931,77.7344,18.07,68.09,154.48,12.7203,28.1352,9.542,68.8274,31.39,21.34,102.7935,43.1724,38.4865,83.2651,79.2996,31.9591,355.2,41.562,307.12,18.5793,12.8248,34.5903,105.35,13.7174,21.9616,8.9174,27.8552,11.1755,22.2675,10.8676,28.2767,17.4291
2012-01-24,18.5501,24.9003,23.91,2.8875,40.36,2.3175,20.275,27.06,56.6283,23.6465,22.1518,16.2709,20.648,29.0296,13.5133,13.7532,19.0644,34.7122,90.3941,141.8535,91.8196,123.5884,106.3044,126.65,162.01,41.9248,77.5076,23.7513,44.525,15.1373,25.7519,64.9221,70.0898,33.5101,77.952,17.985,67.3,152.88,12.7298,28.2363,9.6035,68.8274,31.08,21.34,102.6764,42.9391,38.5533,83.2722,79.4429,31.7719,354.56,40.8897,304.8,18.6044,12.7071,34.8548,105.35,13.7174,21.8975,8.9048,27.8861,11.1672,22.1437,10.78,28.2846,17.4799
2012-01-25,18.7875,25.039,23.8,2.8575,40.67,2.2425,20.3978,27.26,56.7938,23.821,22.1176,16.4668,21.0112,29.4002,13.7946,13.8627,19.2014,35.3952,91.4956,142.2928,92.3789,124.4172,107.144,126.64,166.42,42.2923,77.8789,23.9117,44.5891,15.285,26.1682,65.4755,70.3284,33.7364,78.4713,18.335,68.64,156.41,12.8344,28.6281,9.7367,68.8682,32.37,21.83,103.5355,43.2342,38.9988,83.9144,79.2519,32.403,379.52,41.562,306.8,18.5208,12.9346,35.3032,108.5,13.935,22.1661,8.9237,28.1945,11.2545,22.3982,10.9582,28.4906,17.6071
2012-01-26,18.9842,25.1357,23.82,2.825,40.66,2.22,20.3411,27.6,57.1717,23.9772,21.8703,16.7302,20.8926,29.3384,13.7609,13.8408,19.2927,34.8975,91.6333,142.4302,92.5374,124.3029,107.2239,127.05,167.27,42.3946,78.2949,23.9718,44.6532,15.1843,25.9851,65.4012,70.8791,33.6384,79.2223,18.69,68.4,159.02,12.9199,28.9568,9.7982,68.8763,32.43,21.75,103.0044,43.2891,41.7012,84.2996,80.3024,33.048,359.68,41.1665,306.96,18.5041,12.911,35.5504,109.05,13.9313,21.8639,8.8482,28.1405,11.1797,22.3156,10.9958,28.3639,17.5774
2012-01-27,19.0452,25.4215,23.44,2.835,41.07,2.205,20.4261,27.7,57.1043,24.216,22.3053,17.0409,20.9445,29.4928,13.9747,13.8189,19.1672,34.9822,92.0119,142.8056,92.64,125.3985,108.1335,128.33,168.97,42.2411,78.5327,23.9852,44.9507,15.2703,26.0683,65.8472,70.9831,34.023,79.0819,18.8,68.24,160.15,12.9009,29.0642,9.8221,68.8925,32.96,21.75,102.9575,44.2428,42.3851,84.478,80.5548,33.9705,376.32,41.6015,306.4,18.3705,13.0522,35.5619,108.9,13.95,21.8182,8.8797,28.1174,11.1797,22.1643,10.8613,28.3797,17.5647
2012-01-30,18.835,25.3122,23.22,2.8075,40.55,2.1975,20.3506,27.19,57.2182,24.0139,21.8276,16.8788,20.8037,29.3075,13.8396,13.7094,18.916,34.6328,91.4354,142.5675,92.4535,124.522,107.4738,128.93,168.03,42.1062,78.8001,23.6177,45.0835,15.1925,25.7963,65.3351,70.8913,33.0953,79.131,18.675,68.01,159.1,12.8439,28.9315,9.723,68.8682,32.53,21.1,102.6061,44.1262,41.6469,84.7563,81.5031,34.019,360.96,41.127,304.08,18.4373,13.1699,35.2974,108.75,13.935,21.7144,8.798,28.0171,11.2129,22.0198,10.7925,28.3401,17.5138
2012-01-31,19.0927,25.4047,23.17,2.805,40.88,2.1825,20.0955,27.2,57.446,24.0966,22.1688,17.0949,20.8333,29.4928,13.9296,13.9613,19.0416,34.7334,91.6677,143.0711,92.4722,124.1028,107.194,129.13,169.31,42.2132,79.0972,23.778,45.1522,15.1568,25.7908,65.269,71.0994,33.3216,78.6538,18.205,67.9,156.86,12.9294,29.1274,9.7811,68.8682,32.28,21.4,102.567,44.579,31.975,85.163,82.4446,33.5405,336.0,41.4829,302.56,18.4791,13.4131,35.4699,112.2,13.95,21.577,8.8357,27.9323,11.2337,22.0336,10.8457,28.3639,17.5096
2012-02-01,19.4997,25.6131,22.94,2.765,41.01,2.1425,20.3695,27.3,57.3275,24.327,22.7318,17.5542,21.0186,29.6781,14.0872,14.1584,19.3612,35.6546,92.3737,143.7211,92.8069,124.7697,107.7537,129.07,169.56,42.2913,78.8226,24.2726,45.7086,15.4635,26.3958,66.6732,71.3824,33.925,79.2315,18.06,69.03,159.74,12.977,29.2854,9.8733,68.8445,32.77,21.4,103.4652,45.3269,41.9555,85.113,81.5002,35.3368,323.2,40.8897,299.04,18.3955,13.4915,35.8206,111.5,14.0888,21.6625,8.9739,28.2331,11.3459,22.1918,10.8832,28.6412,17.5689
2012-02-02,19.52,25.6173,22.86,2.76,41.33,2.1575,20.3978,26.82,57.6912,24.4469,23.1156,17.5272,21.0927,29.7708,14.1097,14.235,19.3841,35.8929,92.4514,143.4922,92.7323,124.6839,107.6137,129.12,171.05,42.3194,78.9343,24.326,45.8508,15.4975,26.5402,67.0531,71.5297,34.1135,79.6395,18.065,69.96,160.78,13.053,29.1906,9.8972,68.8526,33.36,21.4,103.6293,45.4092,41.9474,85.113,81.466,35.531,346.24,41.0479,297.04,18.4039,13.97,35.901,111.5,14.0213,21.8273,9.0179,28.2485,11.375,22.2743,10.8644,28.5302,17.5477
2012-02-03,19.832,25.5078,23.13,2.8075,41.29,2.23,20.3978,27.76,57.7223,24.5852,23.235,17.6758,21.3299,29.8634,14.3235,14.5088,19.932,36.1471,93.1074,143.6021,93.3197,124.7221,107.4238,128.56,167.64,42.441,78.3092,24.7872,45.8095,15.7572,26.8732,68.5151,71.4254,34.6566,79.0978,18.575,69.86,160.01,13.1196,29.5129,10.0338,68.8526,32.69,22.04,105.082,45.9376,42.3809,84.3996,79.7154,35.8223,341.12,41.3643,300.72,18.4039,14.0641,36.4012,111.2,14.2127,22.2119,9.263,28.7344,11.5204,22.3431,10.8926,28.6966,17.9079
2012-02-06,19.6353,25.3647,23.13,2.81,41.38,2.235,20.3317,27.43,57.7691,24.4377,23.1839,17.7771,21.2039,29.7708,14.2784,14.3117,19.8521,36.0729,92.6931,143.7119,93.1145,124.541,107.3839,128.5,167.18,42.4504,78.525,24.6335,45.7086,15.7263,26.8066,68.2921,71.6096,34.1739,78.4434,18.605,69.82,160.6,13.072,29.3549,9.9962,68.8364,32.68,22.07,105.0117,45.5053,32.42,84.7777,80.5086,36.0511,349.44,40.9293,298.64,18.4122,13.8994,36.2862,110.95,14.1339,22.4775,9.219,28.665,11.5246,22.3294,10.8457,28.5382,17.8698
2012-02-07,19.5811,25.4152,23.36,2.8375,41.07,2.1725,20.2939,27.55,57.8938,24.5759,22.9792,17.9189,21.1224,30.0796,14.3122,14.3883,19.932,36.4753,93.306,144.3802,93.1985,125.7224,108.1934,128.18,169.7,42.5346,78.0189,24.8005,46.1169,15.7458,27.0176,68.2508,71.4745,34.1663,78.6756,18.555,69.92,163.05,13.0911,29.3675,9.9826,68.8201,33.26,21.9,105.2772,45.7386,44.2819,84.4637,79.5102,36.2939,337.92,41.0874,303.6,18.2869,13.9386,36.1942,109.75,14.1189,22.5935,9.2127,28.6341,11.5537,22.35,10.9238,28.6412,17.9545
2012-02-08,19.6082,25.4363,23.45,2.8325,41.08,2.165,20.4356,27.72,57.7691,24.5206,23.3033,17.8987,21.1298,30.2031,14.4922,14.6292,19.8978,36.4965,93.2455,143.6112,93.0679,125.7605,108.0935,127.79,168.5,42.572,78.0561,24.8807,45.9838,15.7848,27.0509,68.3995,71.5482,34.9281,79.0555,18.86,70.6,164.5,12.996,29.3612,9.9997,68.8201,33.04,22.02,105.5897,46.6031,44.1035,84.4423,79.5718,36.3147,332.16,40.8502,304.32,18.3036,14.1661,36.2575,108.8,14.1339,22.5171,9.2819,28.6958,11.6243,22.3569,10.9364,28.6412,17.9969
2012-02-09,19.7032,25.4068,23.45,2.8225,40.62,2.1075,20.445,28.22,57.8366,24.6681,23.1412,17.7366,21.0779,30.1105,14.436,14.7606,19.932,36.4383,93.1852,143.5837,93.1239,126.0177,108.2334,126.72,168.02,42.5907,77.8776,24.9476,45.9609,15.801,27.1009,68.0608,71.321,34.8979,78.8023,18.645,70.11,163.45,12.9579,29.0895,9.9143,68.7875,32.9,22.08,105.7225,46.5208,33.61,84.1212,78.9768,35.8847,335.36,40.7711,306.64,18.312,14.1033,35.993,106.6,14.1489,22.5202,9.2442,28.7729,11.7366,22.4807,10.9051,28.4906,18.0266
2012-02-10,19.364,25.2847,23.5,2.79,40.15,2.085,20.3978,27.35,57.66,24.3824,22.9706,17.1692,20.7518,29.7399,14.1209,14.454,19.6466,35.6811,92.1062,142.8421,92.4433,124.9698,107.5638,126.79,167.14,42.2211,78.3166,24.4664,45.9701,15.629,26.5457,67.1275,71.2535,33.7817,79.2174,17.995,69.55,163.8,12.9199,28.8556,9.8187,68.8038,32.51,22.08,104.9414,46.0405,43.4806,84.5137,80.0026,34.9137,337.28,39.2288,304.16,18.4289,13.7503,35.6596,105.85,13.9012,22.2943,9.1562,28.5107,11.6493,22.4326,10.8832,28.3718,17.9291
2012-02-13,19.9066,25.2847,23.5,2.7275,40.61,2.0925,20.445,27.18,57.9665,24.5667,23.0559,17.5677,20.8556,30.0487,14.346,14.6073,19.8749,36.4118,92.7622,143.1718,92.7696,125.1222,107.6637,126.86,167.51,42.3428,78.2645,24.7137,46.4518,15.7929,26.9343,67.9948,71.4991,34.3247,80.1672,17.85,68.85,162.93,13.0625,29.1463,9.9416,68.7631,32.75,22.2,105.7225,46.5277,43.3979,84.6849,80.1052,35.7598,331.52,39.4266,309.52,18.4039,13.5229,36.0218,105.9,13.9388,22.4714,9.2379,28.8577,11.7241,22.5289,10.8707,28.5857,18.0732
2012-02-14,19.7506,25.2679,23.02,2.6825,40.34,2.09,20.275,27.18,58.06,24.4745,22.8512,17.3854,20.774,29.9561,14.301,14.5197,19.7494,35.8823,92.3565,142.3845,92.7509,124.4553,107.184,125.5,167.12,42.3428,78.4282,24.4931,46.0343,15.7864,26.518,67.6891,71.5543,34.0833,79.9772,17.41,67.86,160.99,12.996,28.7798,9.8152,68.7793,32.54,22.27,105.5897,46.212,32.34,84.6849,80.5291,35.0385,344.32,38.6752,310.72,18.4958,13.6013,35.6538,104.4,13.7587,22.5111,9.1499,28.7575,11.7449,22.5839,10.8738,28.7045,18.052
2012-02-15,19.6082,25.2089,23.12,2.59,39.95,2.1475,20.2088,27.18,58.138,24.4653,22.6721,17.149,20.8185,30.4502,14.3122,14.6511,19.7151,35.6388,92.4082,142.5127,92.7696,123.9027,106.8242,125.57,168.11,42.2071,78.4878,24.4196,46.5206,15.7426,26.3015,67.1275,71.4561,34.6792,79.8506,17.49,67.46,161.34,12.996,28.5397,9.7743,68.7875,32.45,22.36,105.0976,46.7541,42.6888,84.8419,80.3855,35.0247,332.16,38.7147,313.44,18.5542,13.468,35.4411,103.1,13.7699,22.4744,9.0933,28.3796,11.6825,22.577,10.8519,28.6491,17.9715
2012-02-16,19.7371,25.251,23.39,2.5625,40.41,2.1425,20.3978,27.18,58.0704,24.5206,22.8853,17.3854,21.1075,30.759,14.3347,14.6073,19.9663,36.2529,92.9693,143.4556,93.0306,124.6458,107.3938,124.71,168.0,42.3849,78.1306,24.7604,46.6307,15.9779,26.6956,68.3912,71.3333,35.1091,79.738,17.41,68.63,160.37,13.0435,28.7166,9.8801,68.7631,32.57,22.32,106.2614,47.2001,41.6639,84.6278,79.7427,35.7737,344.32,40.6129,314.24,18.4874,13.7974,35.8148,103.2,14.0138,22.7674,9.2379,28.6418,11.8529,22.7215,10.9676,28.8075,18.0478
2012-02-17,19.8388,25.2005,23.3,2.5725,40.64,2.105,20.6623,26.46,57.9457,24.5759,23.2606,17.6353,21.0334,30.7899,14.4135,14.6073,20.0576,36.3959,92.6586,143.7302,93.096,124.8173,107.3739,123.77,167.35,42.3709,78.0487,24.8674,46.4793,15.9698,26.9121,68.3829,71.2228,35.1543,79.6888,16.955,67.6,161.12,13.1576,28.7608,9.8801,68.7468,32.28,22.46,106.5426,47.4677,40.7257,84.4281,79.7222,36.3285,359.04,41.3247,318.0,18.4874,13.9072,35.8435,104.4,14.0213,22.8529,9.2944,28.7498,11.8529,22.7421,10.9614,28.7125,18.2046
2012-02-20,19.8388,25.2005,23.3,2.58,40.64,2.0975,20.6623,26.46,57.9457,24.5759,23.2606,17.6353,21.0334,30.7899,14.4135,14.6073,20.0576,36.3959,92.6586,143.7302,93.096,124.8173,107.3739,123.77,167.35,42.3709,78.0487,24.8674,46.4793,15.9698,26.9121,68.3829,71.2228,35.1543,79.6888,16.975,67.6,161.12,13.1576,28.7608,9.8801,68.7468,32.28,22.46,106.5426,47.4677,40.7247,84.4281,79.7222,36.3285,359.04,41.3247,318.0,18.4874,13.9072,35.8435,104.4,14.0213,22.8529,9.2944,28.7498,11.8529,22.7421,10.9614,28.7125,18.2046
2012-02-21,19.9812,25.2679,23.62,2.61,40.18,2.1025,20.8324,27.31,58.2107,24.6589,23.2948,17.6961,21.3076,30.759,14.481,14.4759,19.9434,36.343,92.2702,143.2542,93.0213,125.5795,108.1635,123.43,171.02,42.5299,77.7659,24.9008,46.6811,15.9016,26.7456,67.9204,71.1061,34.8904,79.8576,17.555,70.11,166.54,13.1386,28.1921,9.7196,68.7304,33.38,22.37,106.5894,47.8794,41.9837,84.3781,78.8401,36.391,353.28,42.4715,324.64,18.4122,14.3151,35.2859,103.15,14.1038,23.0086,9.2881,28.85,11.9028,22.6114,10.9207,28.5065,18.141
2012-02-22,19.9677,25.2384,23.62,2.5725,40.5,2.0475,20.8229,27.26,58.3666,24.6589,23.4398,17.4124,21.3966,30.8517,14.4697,14.6511,19.8179,36.4012,92.0199,142.2379,92.7137,125.608,108.3633,122.56,172.94,42.6656,78.071,24.7738,46.6261,15.8399,26.74,67.3835,71.5482,35.2599,80.0476,17.4,71.51,170.3,13.015,27.9962,9.6411,68.7631,33.44,22.35,106.2457,48.0441,41.7411,84.8561,79.8316,36.0164,354.56,42.9856,324.72,18.4373,14.5504,34.987,104.3,14.0813,23.0605,9.1687,28.8192,11.8612,22.5495,10.9332,28.5065,18.0944
2012-02-23,20.3746,25.3815,23.62,2.5925,40.32,2.005,20.7757,26.95,58.5069,24.5575,23.3118,17.5542,21.4929,31.0369,14.4585,14.5745,20.0005,36.3641,92.5982,142.8056,92.9468,126.837,109.4528,123.13,173.02,42.82,78.1826,25.0144,46.9793,15.9681,26.8344,68.3912,71.6464,35.1015,78.4153,17.18,70.9,170.32,13.1766,28.3437,9.764,68.7549,34.4,22.88,106.7143,48.6616,41.9899,84.8847,79.8316,35.5448,349.6,42.7879,330.96,18.2953,14.9583,35.4239,104.1,14.0963,23.1765,9.2504,28.9117,11.907,22.6665,10.9238,28.5302,18.1834
2012-02-24,20.456,25.4826,24.26,2.5475,40.27,1.985,20.7757,27.49,58.6368,24.7327,23.1839,17.7771,21.4188,31.0987,14.4022,14.6183,20.1603,36.6924,92.4773,144.3252,92.7323,127.7229,110.2724,121.49,172.23,42.9509,78.2421,25.2282,46.305,15.9827,26.9066,68.2591,71.7017,35.3052,77.6765,16.915,70.33,169.06,13.1956,28.3754,9.7743,68.7386,34.37,22.59,106.9487,49.1282,41.3919,84.9061,80.3513,35.4824,341.44,42.9065,336.08,18.2201,15.4368,35.4699,103.8,14.0888,23.268,9.219,28.904,11.9776,22.7421,10.9708,28.6729,18.1622
2012-02-27,20.456,25.4699,24.66,2.5675,40.39,2.0075,20.7757,27.48,58.642,24.7142,22.6806,17.7028,21.3818,30.9134,14.3347,14.4978,20.0119,36.38,93.0297,143.6112,92.7976,127.0846,109.6527,122.17,171.7,42.9603,78.5026,25.0411,46.2499,15.9746,26.7678,68.1434,71.9657,34.9658,77.5709,17.23,69.43,168.49,13.2241,28.3564,9.7743,68.7549,34.36,22.17,107.1283,48.5518,41.1367,85.0416,81.0625,34.9206,331.36,42.4715,329.44,18.2786,15.6799,35.4124,105.25,14.0926,23.1948,9.2881,28.9272,11.9984,22.7421,10.9676,28.7283,18.2681
2012-02-28,20.5035,25.5331,24.59,2.5425,41.03,2.04,20.7285,27.63,58.8186,24.8064,22.493,18.0068,21.567,31.4075,14.4247,14.7168,20.1489,37.1001,93.1679,144.3252,93.1519,127.6753,110.2224,122.25,173.49,43.0445,78.5398,25.255,46.6123,15.9503,27.2174,67.9617,72.1928,35.3504,77.7117,16.91,71.27,169.74,13.2241,28.1036,9.6957,68.7712,35.83,22.97,107.4408,49.039,41.7457,85.056,80.7959,35.7529,321.44,42.5111,326.32,18.195,15.327,35.2054,109.0,14.1376,23.1185,9.3133,28.8886,12.0857,22.8178,10.9145,28.8392,18.3698
2012-02-29,20.4221,25.4699,23.36,2.55,41.09,2.0525,20.4639,27.23,58.8654,24.7235,23.1156,17.7433,21.5078,30.8517,14.5035,14.903,20.0119,36.6289,92.8398,144.4077,93.7206,126.3416,109.063,121.03,164.29,43.1007,78.2272,24.981,46.3829,15.8432,26.9898,66.9458,72.2603,35.2373,77.8102,16.865,69.2,165.62,13.1386,28.0404,9.6752,68.7712,33.55,21.3,107.019,49.238,31.33,84.6707,80.3035,35.8639,329.12,42.1552,327.36,18.3454,15.0289,35.0617,108.1,13.8712,22.856,9.2756,28.7112,12.0316,22.8591,10.9113,28.6649,18.302
