Date,AFK,BWX,CANE,COFF.MI,CORN,COTN.MI,COW.TO,CPER,EMB,EMLC,EPHE,EPOL,EWC,EWJ,EWS,EWT,EWU,EWZ,FXA,FXB,FXC,FXE,FXF,FXY,GLD,HYG,IEF,IEV,IGOV,IJH,ILF,IWM,LQD,MCHI,MUB,NICK.MI,PALL,PPLT,REM,REZ,SCHH,SHY,SLV,SOYB,SPY,THD,TINM.MI,TIP,TLT,TUR,UNG,URA,USO,UUP,VNM,VNQ,WEAT,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2020-07-22,14.964,27.123,5.79,14.5406,11.95,1.656,40.0086,18.21,86.1822,23.0595,24.4893,15.0166,24.355,49.5053,14.8599,29.1437,21.5686,22.3883,68.536,112.8969,69.8371,104.0112,98.5085,88.37,175.63,62.7913,106.6727,37.1031,51.1801,34.2838,16.7137,138.3201,113.2083,64.1984,101.2149,10.772,204.6,87.19,16.1461,51.7276,15.1599,76.1439,21.44,14.27,302.6097,59.8967,27.31,102.1558,142.0892,20.1054,39.36,9.9364,29.75,22.1215,13.4703,64.1666,27.0,27.7371,15.1852,22.0569,66.7542,52.3338,53.5874,25.5855,97.7609,65.7085
2020-07-23,14.8088,27.0955,5.74,14.582,11.99,1.6448,40.332,18.23,86.1439,22.9867,24.1884,14.9079,24.1053,49.3376,14.821,28.897,21.3981,21.5061,68.1228,112.8145,69.8656,104.1637,98.8883,88.63,177.18,62.7468,106.7774,36.7937,51.2387,34.3539,16.2494,138.4602,113.2901,64.0204,101.3105,11.158,203.15,86.62,15.9473,51.2974,15.0873,76.1439,21.03,14.3,298.999,59.4613,27.31,102.2049,143.7489,20.1738,41.76,9.863,29.41,22.0784,13.2379,63.8989,26.75,27.652,15.1571,22.075,66.552,50.9744,53.7776,25.6151,97.3213,64.7231
2020-07-24,14.7743,27.2331,5.65,14.5728,11.98,1.5696,40.0816,18.05,86.2052,23.0013,24.2705,15.0082,24.0429,49.2846,14.751,29.2637,21.317,21.5796,68.0748,113.3088,69.7991,104.5828,99.2581,89.35,178.7,62.8061,106.7251,36.5359,51.385,34.0881,16.3326,136.4243,113.0364,63.1393,101.3453,11.148,209.44,86.68,15.6926,50.85,14.9634,76.1527,21.21,14.28,297.0733,59.2052,27.31,102.1803,143.7405,20.2764,42.44,9.8467,29.44,21.9836,13.0891,63.4285,27.3,27.5578,15.0727,22.0206,66.0191,50.3569,53.7085,25.4462,96.2499,64.8379
2020-07-27,15.171,27.4075,5.88,14.6211,11.92,1.586,40.0921,18.16,86.351,23.205,23.9787,15.2758,24.3996,50.2645,14.8754,30.4969,21.5036,22.2412,68.5552,114.0595,70.1222,105.5069,99.468,89.82,182.23,62.9546,106.5593,36.8969,51.8533,34.4075,16.8731,137.8438,112.6927,63.2105,101.3105,11.066,217.78,88.4,15.8417,50.8414,15.13,76.1263,22.83,14.33,299.2397,59.7516,27.31,102.1803,143.2069,20.1994,40.64,10.0179,29.72,21.8198,12.7359,64.0287,26.75,27.9568,15.0888,21.8391,66.2948,51.1515,53.9764,25.1381,96.9733,65.2397
2020-07-28,15.1624,27.4075,5.8,14.5475,11.77,1.5978,39.9564,18.18,86.0595,23.1322,23.8875,15.05,24.3015,49.9555,14.7588,29.437,21.4955,22.1143,68.6513,114.618,69.9986,105.2307,99.7379,90.11,183.75,62.7913,106.8123,36.7593,51.8533,34.0548,16.7276,136.471,112.5781,62.9791,101.3105,11.092,214.24,89.6,16.0218,52.2696,15.4376,76.1439,22.77,14.16,297.3418,59.4186,27.705,102.3686,144.1978,19.3699,42.4,9.8875,29.35,21.8543,12.9125,65.3021,26.6,27.3426,14.8316,21.7847,65.8353,50.5531,54.1753,25.518,96.8634,64.5939
2020-07-29,15.2228,27.5728,5.82,14.8189,11.7,1.5956,40.9267,18.29,86.5657,23.1759,24.2705,15.2173,24.6315,49.982,14.8132,30.1836,21.7876,22.3749,68.9011,115.0483,70.1793,105.7737,100.2476,90.15,185.13,63.1402,106.9519,37.1805,52.0387,34.81,16.9077,139.4781,113.1919,64.1628,101.3974,11.152,204.06,88.32,16.2641,52.9924,15.728,76.1615,22.57,14.16,300.9987,59.504,27.705,102.606,143.9522,19.0791,43.44,9.5859,29.57,21.7508,12.866,66.5674,26.95,27.5668,15.141,22.193,66.8369,51.2855,54.2531,25.6362,97.88,65.2493
2020-07-30,14.9468,27.6921,5.84,15.2145,11.73,1.5974,40.9475,18.17,86.5427,23.1322,23.8966,14.8243,24.4709,49.2317,14.611,29.8636,21.4793,22.3147,68.8723,116.0095,69.6564,106.4024,100.6974,90.4,183.76,63.2738,107.1002,36.6304,52.3509,34.581,16.6444,138.9271,113.0691,63.7801,101.4582,11.1,197.98,84.63,16.2455,53.3279,15.6426,76.1879,21.76,14.19,299.9248,58.0612,27.26,102.7124,144.9007,18.3779,41.68,9.4065,28.93,21.6646,12.8939,66.1376,26.8,27.0333,14.5463,21.7938,66.1661,51.5727,54.2531,25.6362,97.2023,65.1966
2020-07-31,14.826,27.4993,6.06,15.7412,11.72,1.625,40.0608,17.95,86.7422,22.9794,23.6231,14.7072,24.355,47.9605,14.4866,29.7303,21.0411,21.7467,68.536,115.982,69.9321,105.8022,100.0977,89.43,185.43,63.3926,107.1263,35.8483,52.0192,34.3281,16.2009,137.6197,113.2247,63.6466,101.5538,11.064,197.45,85.26,16.1647,53.2419,15.617,76.1967,22.65,14.23,302.2949,58.6162,27.26,103.0152,144.8074,18.4463,41.04,9.3821,29.07,21.7939,12.7359,66.0159,27.05,27.0602,14.478,21.8028,65.918,52.8604,54.2012,25.6784,96.6437,65.5363
2020-08-03,14.6277,27.4653,6.04,15.8838,11.77,1.6518,40.0608,18.29,87.0637,22.9451,23.2037,14.933,24.4174,48.9403,14.3933,29.6103,21.4225,21.2989,68.3246,115.8996,69.9986,105.6308,99.7579,89.36,185.64,63.4083,107.0739,36.5359,51.9314,34.7324,15.9861,139.861,113.3763,64.9193,101.6182,11.29,197.35,86.29,16.2082,52.3471,15.3949,76.1967,22.74,14.26,304.3965,58.8552,27.655,103.1544,144.0784,18.4805,48.0,9.3984,29.34,21.7939,13.1728,65.1399,26.6,26.9078,14.5302,21.8663,66.1937,54.1624,54.0542,25.3998,97.6418,65.3976
2020-08-04,14.7312,27.6307,6.07,16.0034,11.54,1.664,40.7285,18.16,87.5099,22.9963,23.4681,15.1587,24.7652,49.4877,14.611,30.0969,21.5118,21.0583,68.7378,115.8447,70.3219,105.9928,100.2376,89.63,189.59,63.3859,107.4406,36.639,52.1948,34.9207,15.8545,140.8229,113.7947,65.8717,101.6966,11.316,202.23,88.88,16.115,52.9064,15.6298,76.2055,24.25,14.16,305.5722,59.7687,27.655,103.3835,145.4518,18.3779,49.76,9.5614,29.78,21.7163,13.3494,66.1132,26.05,27.2888,14.8838,21.7756,66.3591,54.3012,54.7285,25.6784,97.2114,65.9238
2020-08-05,15.0072,27.6399,6.01,16.6198,11.64,1.6566,40.8954,18.2,87.7868,23.0109,23.8875,15.3343,25.0506,49.4524,14.7588,30.4235,21.674,21.3257,68.9876,116.1285,70.569,106.5167,100.7273,89.63,191.35,63.4977,107.0827,36.8195,52.3606,35.4063,16.1386,143.6246,113.6388,66.4057,101.8097,11.604,206.78,91.65,16.4194,52.6654,15.5486,76.1879,25.05,14.08,307.4701,60.1102,27.655,103.4327,144.1801,17.7793,50.36,9.6103,30.23,21.6215,13.6748,65.7807,26.1,27.6878,15.0406,22.075,67.6273,54.5022,54.6161,25.3491,97.6602,66.7274
2020-08-06,14.9554,27.7134,6.12,15.7458,11.64,1.6684,40.6972,18.2,88.0099,22.9451,23.8419,15.2005,25.1487,49.417,14.891,30.5035,21.6578,21.4125,69.4584,116.449,70.3979,106.6406,100.5774,89.73,193.89,63.6393,107.2049,36.8969,52.4094,35.3103,16.097,143.5686,114.1227,66.557,101.9925,11.568,208.41,93.84,16.3325,53.1645,15.5871,76.1879,26.88,14.08,309.5254,59.7601,27.125,103.5472,144.9855,17.001,48.92,9.5451,30.18,21.6215,13.6097,65.8861,25.7,27.5713,14.92,22.066,67.8846,55.2681,54.6075,25.4969,97.1382,67.0527
2020-08-07,14.8778,27.4745,6.0,15.1938,11.59,1.6184,41.1249,17.47,87.8253,22.7769,23.8055,14.9915,24.9257,49.4347,14.7432,30.1502,21.5118,20.8846,68.6417,115.7348,69.9702,105.8403,100.2176,89.34,190.81,63.4828,106.9779,36.6734,52.0484,35.7294,15.8337,145.8473,113.8028,64.3853,101.9925,11.6,204.2,90.39,16.5064,54.0249,15.8049,76.1791,26.19,13.92,309.7476,59.1028,27.125,103.2689,144.019,16.8984,51.24,9.5125,29.85,21.7508,13.6004,66.827,25.35,27.6654,14.9401,22.5378,69.0425,54.4448,54.9014,25.957,97.4495,67.1532
2020-08-10,14.7915,27.5113,5.96,15.1248,11.66,1.6322,41.8865,17.88,87.956,22.7111,24.0972,15.1337,25.0952,49.673,14.7432,30.3235,21.6335,20.8311,68.5937,115.863,70.1603,105.4307,99.9777,89.3,190.15,63.5126,106.8644,36.7679,51.9996,35.8937,15.8891,147.3603,113.5568,63.9937,102.036,11.52,208.53,93.02,16.9785,54.3604,15.8263,76.1615,27.0,14.01,310.6735,59.0601,27.125,103.1462,143.3748,17.2491,49.24,9.5125,30.16,21.7853,13.7213,66.9324,25.25,27.9344,15.4022,22.7011,70.7426,54.2916,55.1867,25.9486,97.1198,67.9568
2020-08-11,14.7829,27.3918,6.05,14.766,11.67,1.6466,41.9908,17.71,87.8637,22.7476,24.2249,15.1337,25.0863,50.0791,14.6188,29.9702,21.7714,20.7108,68.488,115.6158,70.3503,105.3831,99.7479,88.85,179.94,62.9387,106.4977,36.9398,51.7753,35.8624,15.8267,146.5104,112.8433,63.9136,101.9403,11.522,196.81,88.0,16.9164,53.5173,15.57,76.1439,23.33,13.91,308.109,59.1198,27.125,102.917,141.6707,17.9075,48.88,9.4473,29.82,21.8198,13.5167,65.9672,25.3,27.8851,15.35,22.9642,71.1194,53.3151,54.8063,25.3871,96.5063,67.8229
2020-08-12,15.0072,27.3276,6.05,14.8902,11.72,1.6448,42.1681,17.93,87.7637,22.7915,24.7902,15.3594,25.3181,51.1384,14.9921,30.2702,22.2421,20.5972,68.6321,115.387,70.6355,105.8499,100.2776,88.59,179.1,62.9536,106.1834,37.7649,51.7753,36.0839,15.8475,147.1081,112.5644,64.8481,101.8619,11.478,200.32,87.25,16.7984,53.7926,15.7323,76.1263,23.42,14.1,312.4047,59.9138,27.125,102.9824,140.3821,17.8391,48.92,9.6592,30.56,21.7508,13.6934,66.6323,25.25,28.051,15.5026,22.9007,71.3491,54.5262,55.5152,25.7544,98.1272,68.7222
2020-08-13,15.0417,27.3551,6.15,15.3042,12.11,1.63,41.9491,17.5,87.5637,22.8208,24.8175,15.4179,25.2557,51.0766,14.9765,29.9969,22.0149,20.5504,68.4976,115.6433,70.8542,106.0309,100.4975,88.53,183.33,62.7822,105.9651,37.5415,51.6875,36.0211,15.8267,146.7999,111.5474,64.3675,101.7575,11.306,204.9,90.68,16.5685,52.8289,15.523,76.1175,25.45,14.32,311.8399,60.3577,27.125,102.7206,138.8816,17.5227,50.0,9.6103,30.4,21.7422,13.6376,65.8131,25.55,28.0465,15.2013,22.7555,70.9724,54.5501,55.4719,25.7122,97.999,68.6935
2020-08-14,15.0589,27.4378,6.15,15.249,12.09,1.6322,42.1577,17.79,87.1714,22.8646,24.9634,15.5099,25.2022,51.0678,15.1165,30.0969,21.7552,20.5304,68.7858,115.9454,70.6355,106.2786,100.6074,88.82,182.54,62.6704,106.0176,37.1375,51.824,35.9362,15.8545,146.7065,111.0554,64.3319,101.6879,11.512,200.36,89.03,16.8046,53.1645,15.5486,76.1263,24.58,14.3,311.8492,59.6748,27.125,102.5487,138.339,17.2405,53.28,9.594,30.33,21.7077,13.6655,65.8212,25.7,28.0779,15.3459,22.8462,71.248,54.5118,55.4633,25.4884,97.8067,68.6887
2020-08-17,15.0848,27.4745,6.17,15.0305,12.32,1.641,42.0012,18.11,87.2714,22.7769,25.1822,15.5768,25.5322,51.2797,15.0465,30.6168,21.9175,19.9489,69.2182,116.2018,70.9872,106.5739,100.9672,89.28,186.5,63.0431,106.1922,37.4297,52.1655,36.0377,15.5704,147.463,111.285,65.667,101.6704,11.69,207.38,90.2,16.6555,53.5947,15.6939,76.1351,25.62,14.57,312.8398,59.5126,26.295,102.7697,138.6866,17.326,53.24,9.7326,30.77,21.6129,13.7585,66.3566,26.5,28.2034,15.2575,22.4652,70.9172,54.8756,55.7745,25.4547,98.3836,69.5737
2020-08-18,15.1107,27.7134,6.07,15.5549,12.23,1.6182,42.0221,18.54,87.156,22.9304,25.2916,15.6186,25.5054,51.4562,14.9299,30.3302,21.9256,20.517,69.42,117.3095,71.1298,107.155,101.2771,89.78,188.18,63.1399,106.3755,37.4125,52.3704,35.7257,15.896,146.0528,111.6049,65.8717,101.6443,11.646,206.91,91.15,16.494,53.2591,15.5956,76.1439,25.88,14.56,313.5157,59.3503,26.295,103.228,139.6785,17.3859,54.84,9.6755,30.6,21.4922,13.368,66.0402,26.15,28.0868,15.0647,22.32,70.5312,55.0814,55.9993,25.3407,98.3562,70.0042
2020-08-19,15.0675,27.4745,6.2,15.226,12.15,1.6182,42.0534,18.59,86.9561,22.8427,24.8813,15.2507,25.3716,51.1826,14.7977,29.9036,21.7714,19.9489,68.8915,116.0919,70.8447,106.3548,100.0877,89.23,182.24,62.9611,106.2358,37.2922,52.0777,35.5577,15.6258,146.0621,111.3096,65.1775,101.4267,11.742,202.7,87.59,16.4691,52.0718,15.3094,76.1439,24.88,14.52,312.2103,57.6856,26.295,102.917,138.8053,18.0358,55.2,9.7326,30.66,21.6646,13.2472,64.8803,26.2,28.0061,14.8919,22.3109,70.3474,55.0144,55.5584,25.2647,98.0356,69.6742
2020-08-20,14.9985,27.5664,6.1,15.3318,12.15,1.6414,41.8343,18.68,87.156,22.8939,24.7446,15.3761,25.443,50.9972,14.8443,29.297,21.7308,19.9957,69.0548,117.163,71.0348,106.4977,100.7673,89.44,183.5,63.1698,106.5414,37.1891,52.2338,35.3177,15.6258,145.4644,111.7033,65.3733,101.1656,11.732,205.73,86.67,16.4691,52.915,15.4675,76.1439,25.61,14.46,313.1824,57.549,26.295,102.8188,140.0599,18.1983,53.72,9.7734,30.52,21.6042,13.1077,65.4968,26.6,27.9075,14.5704,22.1022,69.9706,55.7468,55.446,25.041,97.7243,69.5689
2020-08-21,15.0158,27.4653,6.03,15.6147,12.15,1.6724,42.0429,18.32,87.433,22.755,24.8722,15.0668,25.3449,50.8559,14.751,29.5636,21.5118,19.8153,68.6993,115.9729,70.9872,105.8689,100.3376,89.41,182.03,63.1623,106.6199,36.8453,52.0094,35.2402,15.4248,144.3905,111.9083,66.0853,101.1743,11.836,203.61,86.87,16.3759,53.1042,15.4717,76.1351,24.9,14.41,314.2934,56.9343,26.295,103.1707,140.8992,17.6937,55.04,9.5859,30.18,21.7077,13.1356,65.6022,26.75,27.7461,14.478,22.0569,70.2555,56.4552,55.5843,25.0832,97.825,69.9277
2020-08-24,15.3004,27.5021,6.09,15.6469,12.29,1.6988,42.5959,18.26,87.6099,22.8061,24.5622,15.2591,25.4162,51.4209,14.7588,29.7303,21.8526,20.0024,68.6609,115.7806,70.7591,105.8499,100.3076,89.25,181.0,63.453,106.4716,37.4297,51.9606,35.7626,15.6119,145.9034,111.7115,67.0732,101.3397,11.934,202.3,86.41,16.8605,53.6807,15.5785,76.1263,24.6,14.45,317.4781,57.8563,26.295,103.3754,140.6703,17.5911,56.12,9.6674,30.35,21.7422,13.4517,66.024,26.55,28.2348,14.8758,22.5831,71.5237,56.9435,56.0598,25.3027,97.3763,70.9897
2020-08-25,15.309,27.4286,6.05,15.801,12.58,1.704,42.429,18.38,87.1791,22.8573,24.5713,15.234,25.5143,51.3503,14.8987,30.0036,21.739,20.1695,68.9684,116.4672,71.0253,106.1928,100.7573,88.92,181.22,63.5201,106.2183,37.5157,51.7948,35.7036,15.6881,146.0621,111.2276,68.1235,101.183,11.982,203.73,87.72,16.7487,53.7065,15.6255,76.1351,24.76,14.66,318.5891,58.2234,26.47,103.3426,139.5937,17.3346,55.48,9.8223,30.92,21.6646,13.6748,66.1944,26.9,28.1227,14.6668,22.6466,71.4318,57.2307,55.9387,25.0621,98.0356,71.2241
2020-08-26,15.3176,27.4378,6.02,16.0011,12.58,1.703,42.3768,18.52,86.9791,22.8061,24.5257,15.3427,25.8621,51.4915,14.9221,30.1836,21.8607,19.5947,69.3527,117.044,71.1964,106.1643,100.6474,89.25,183.36,63.5126,106.1747,37.8165,51.8533,35.5817,15.3348,145.1469,111.2686,68.3727,101.0699,12.17,206.4,88.25,16.4878,52.915,15.4589,76.1351,25.57,14.7,321.7832,58.7101,26.47,103.5472,139.0596,17.5398,54.32,9.8956,30.93,21.6387,13.7306,65.586,27.1,28.4186,14.3574,22.5378,71.4686,58.3939,56.0079,24.7835,97.9166,71.9273
2020-08-27,15.2055,27.3735,6.08,15.7688,12.67,1.6918,42.3455,18.62,86.5714,22.7696,24.2066,15.234,25.8175,51.0148,14.7199,29.7969,21.674,19.7284,69.6025,116.9158,71.3675,106.0881,100.6274,88.73,181.24,63.4157,105.7992,37.3266,51.6777,35.7183,15.3625,145.5018,110.3828,67.901,100.7217,12.176,204.65,87.02,16.6928,54.1023,15.7195,76.1263,25.16,14.9,322.4867,58.3942,26.47,103.138,136.6943,17.5997,57.92,9.8793,30.67,21.6646,13.526,66.5512,27.65,28.3424,14.3856,22.9188,71.7259,58.4417,56.3537,24.8637,98.6859,71.5398
2020-08-28,15.3608,27.6031,6.04,16.2173,12.7,1.6698,42.3455,18.81,87.3791,23.1205,24.3069,15.443,25.7997,51.2885,14.9765,29.9169,21.8444,20.644,70.5537,118.2707,71.4625,106.793,101.1171,89.74,184.39,63.4679,105.9739,37.6016,52.1167,35.9325,15.896,146.7346,110.7191,68.7554,100.8522,12.282,207.38,87.88,16.8543,54.6014,15.8135,76.1527,25.61,15.07,324.5698,59.0089,26.47,103.4653,136.5925,17.5398,57.28,10.132,30.72,21.4922,13.7027,66.9892,27.55,28.6786,14.6427,23.0096,72.4059,58.9539,56.8551,24.9354,98.9056,72.0086
2020-08-31,15.2831,27.6123,6.05,16.3116,12.62,1.6734,41.7926,18.96,87.3714,23.0328,24.2066,15.1671,25.6035,51.2179,14.821,29.297,21.6172,19.9289,70.7075,118.408,71.8047,107.0979,101.1671,89.31,184.83,63.3785,106.0874,37.2492,52.0679,35.554,15.3001,145.1563,111.2112,67.3313,100.9567,12.348,211.86,87.89,16.5188,54.0937,15.6554,76.1791,26.23,15.13,323.394,58.2747,26.47,103.9319,137.4997,17.078,56.56,10.1891,30.58,21.4663,13.6655,66.3079,27.6,28.2393,14.3253,22.7374,71.5053,59.1406,56.6908,25.0114,99.1438,71.7981
2020-09-01,15.4901,27.6426,6.01,16.8176,12.63,1.6962,42.2516,18.73,87.9601,23.198,24.079,14.9497,25.773,51.3591,14.9065,29.7303,21.4468,20.7576,70.6786,118.5636,71.5956,106.9073,100.5275,89.31,185.05,63.7234,106.4351,37.2063,52.1362,35.8162,15.8752,146.8186,111.914,68.8355,101.0212,12.394,213.8,88.64,16.6182,54.24,15.6341,76.1606,26.14,15.11,326.4399,57.8649,26.47,103.9892,139.0724,17.2319,54.0,10.2135,30.61,21.5094,13.8049,66.3566,28.15,29.0328,14.2289,22.8009,72.2313,60.2703,56.7513,24.7244,98.2554,72.5491
2020-09-02,15.3521,27.5507,6.04,17.0361,12.66,1.6784,42.6063,18.74,88.3227,23.0658,23.532,14.8912,25.8621,51.8711,14.9299,29.8836,21.7714,20.791,70.2847,118.2433,71.7192,106.3357,100.3276,89.07,182.62,63.7983,106.5836,37.7993,52.107,36.2778,15.8752,147.986,112.3578,68.702,101.0125,12.536,211.25,85.65,16.6307,55.3155,15.9544,76.1694,25.55,15.22,331.1616,57.6258,27.93,104.0301,140.3964,17.1379,53.84,10.1565,29.86,21.587,13.9444,67.5895,27.95,29.6918,14.1605,23.1275,73.426,60.8064,57.78,25.4927,100.2244,73.5537
2020-09-03,15.2659,27.5231,5.9,16.9395,12.54,1.6606,41.8865,18.41,87.8752,23.0805,23.2675,14.54,25.3538,50.9619,14.5877,29.437,21.1547,20.7843,69.7178,117.6482,71.3104,106.3833,100.5674,89.13,181.14,63.4017,106.7234,36.8969,52.0484,35.1663,15.7921,143.6153,112.1112,66.7795,101.1694,12.078,213.64,83.45,16.4008,55.1692,15.7451,76.1606,24.74,15.26,319.7649,56.7892,27.93,103.67,140.7953,16.8386,53.36,9.8304,29.64,21.5956,13.8142,66.7783,27.65,28.8714,14.0561,22.7737,71.3675,57.3408,56.7859,25.2056,97.4953,71.2193
2020-09-04,15.3694,27.4864,5.82,17.296,12.66,1.6678,42.0117,19.07,87.4972,23.0585,23.5411,14.5567,25.1576,51.2444,14.6499,29.4836,21.2277,20.8445,69.8907,117.6757,71.6907,106.269,100.1776,89.05,181.64,63.2295,106.1293,36.9828,51.9216,35.0278,15.8752,142.7001,110.9194,66.5837,101.0125,12.216,215.01,84.8,16.407,55.1606,15.711,76.1342,25.06,15.3,317.1541,57.421,27.93,103.3508,138.1219,17.155,55.52,9.7897,28.51,21.6301,13.9537,66.4296,27.65,28.8893,14.0119,22.9461,71.5329,56.5414,56.6562,25.0621,96.7993,70.3965
2020-09-07,15.3694,27.4864,5.82,17.3535,12.66,1.6784,42.0117,19.07,87.4972,23.0585,23.5411,14.5567,25.1576,51.2444,14.6499,29.4836,21.2277,20.8445,69.8907,117.6757,71.6907,106.269,100.1776,89.05,181.64,63.2295,106.1293,36.9828,51.9216,35.0278,15.8752,142.7001,110.9194,66.5837,101.0125,12.188,215.01,84.8,16.407,55.1606,15.711,76.1342,25.06,15.3,317.1541,57.421,27.93,103.3508,138.1219,17.155,55.52,9.7897,28.51,21.6301,13.9537,66.4296,27.65,28.8893,14.0119,22.9461,71.5329,56.5414,56.6562,25.0621,96.7993,70.3965
2020-09-08,15.0503,27.4404,5.83,17.043,12.76,1.654,41.6465,18.7,87.1499,22.8897,24.5531,14.147,24.6047,50.8206,14.4944,29.4436,20.9762,20.2697,69.1605,115.0208,70.7401,105.6975,99.5879,89.16,181.29,62.8778,106.3565,36.4585,51.746,34.2265,15.4179,139.9544,111.0262,64.6523,101.0038,11.956,214.13,84.83,16.3822,54.4809,15.4974,76.143,24.75,15.35,308.4885,56.738,27.93,103.449,138.9706,16.8899,51.12,9.4881,26.75,21.7422,13.7585,65.6184,27.3,28.3468,13.5015,22.3563,70.1912,53.9853,55.4633,24.9228,95.2058,69.4732
2020-09-09,15.3953,27.468,5.82,16.6428,12.72,1.6544,42.5228,18.86,87.5897,23.0805,24.5713,14.6487,25.1933,50.9972,14.6888,29.6636,21.3981,20.8645,69.7851,115.1306,71.1679,105.9261,100.1976,89.08,183.05,63.3717,106.3041,37.3266,51.6289,34.701,15.7782,142.0744,111.1002,65.2576,101.0735,11.962,215.98,86.79,16.5747,54.8251,15.6426,76.1518,25.18,15.39,314.5803,57.4636,27.44,103.5063,138.5971,17.326,51.16,9.7081,27.41,21.7077,14.0931,66.2673,27.25,29.0776,13.594,22.5831,71.2756,55.7468,56.2672,25.252,96.8909,70.784
2020-09-10,15.516,27.3669,5.81,17.0292,12.84,1.6716,42.3872,18.41,87.3429,22.9851,24.1519,14.4062,24.792,51.0237,14.4166,29.5103,20.8788,20.1962,69.516,113.2631,70.9302,106.0404,100.3775,89.15,182.46,63.0724,106.4351,36.8195,51.6387,34.2709,15.3902,140.2252,111.1824,64.0026,100.9776,11.864,214.12,86.83,16.3573,54.4293,15.4333,76.143,24.86,15.34,309.1181,56.5587,27.44,103.5963,139.3016,17.2063,49.6,9.5859,26.79,21.7508,13.7213,65.4562,27.45,28.8041,13.0957,22.2656,70.3658,54.4879,55.5757,24.8173,95.4073,69.7698
2020-09-11,15.3349,27.4956,5.81,17.043,12.99,1.68,42.4394,18.85,87.3737,23.0732,24.3981,14.54,24.8633,51.6857,14.5177,29.5636,21.0898,20.1093,69.737,113.3363,70.9967,106.25,100.5474,89.17,182.45,63.1996,106.6011,37.1977,51.824,34.2561,15.4941,139.2914,111.2646,64.7324,101.091,12.058,215.75,87.1,16.2393,54.0507,15.3393,76.1606,24.9,15.58,309.2755,56.2172,27.44,103.539,139.5985,17.2319,48.32,9.6266,27.04,21.7077,13.7492,65.0912,27.25,29.1717,13.1077,22.4198,71.3215,54.0714,55.8869,24.8763,95.7828,69.8751
2020-09-14,15.7144,27.5231,5.78,16.0057,12.95,1.7114,42.7524,18.97,87.4586,23.176,24.5349,14.5902,25.0952,52.0565,14.5799,30.0302,21.1791,20.7643,69.8812,113.8307,71.0063,106.4405,100.6474,89.49,183.89,63.1323,106.505,37.2836,51.9606,34.9281,15.8822,142.9616,111.5441,65.6848,101.0125,12.158,217.96,89.75,16.7984,55.6941,15.7451,76.1518,25.29,15.65,313.349,56.1318,27.44,103.4736,139.5901,17.326,49.6,9.7897,26.94,21.656,14.0652,66.681,27.45,29.5932,13.2082,22.7283,72.2865,55.2059,56.2499,25.2183,97.1565,70.6165
2020-09-15,15.7144,27.5783,5.84,15.7044,12.87,1.704,42.9088,18.92,87.6052,23.2494,24.8266,14.3895,25.1309,52.2948,14.6577,30.4102,21.4225,20.664,69.9677,114.1602,70.9682,106.2881,100.6474,89.7,183.45,63.3044,106.4526,37.5415,52.0094,34.9577,15.799,143.2324,111.6673,66.5926,101.1258,12.154,224.0,91.11,16.7176,55.3327,15.916,76.1606,25.23,15.58,314.9322,56.8575,27.44,103.5472,139.2506,17.3517,50.28,9.8304,27.52,21.6732,14.1303,67.484,26.95,29.7366,13.1118,22.4198,72.3324,55.7516,56.1722,25.3871,97.2847,71.1954
2020-09-16,15.7834,27.5599,5.91,15.5434,12.95,1.7246,42.7732,18.9,87.3969,23.2641,24.3708,14.2307,24.9168,52.4802,14.6655,30.4102,21.528,20.7041,69.8523,114.7736,71.0157,105.8689,100.3775,90.04,183.97,63.3044,106.3914,37.4985,51.9606,35.0648,15.8614,144.5866,111.7413,66.3612,101.0735,12.204,221.54,90.92,16.9785,55.3757,15.9972,76.1694,25.23,15.79,313.6823,57.0368,27.44,103.5472,138.8348,17.2148,48.56,9.7978,28.7,21.6991,13.9258,67.8409,27.1,29.759,13.6382,22.6739,73.0676,54.89,55.9215,25.3534,97.1198,70.7983
2020-09-17,15.585,27.6978,6.04,15.4721,13.03,1.7062,42.8045,19.01,87.0343,23.2714,24.3708,14.5066,24.9168,52.542,14.7121,30.2835,21.4468,20.8712,70.0925,114.8834,71.1393,106.2881,100.6374,90.37,182.96,63.237,106.4264,37.5844,52.1557,34.8653,15.8891,143.5313,111.766,65.934,101.0997,12.07,216.3,88.19,16.9599,54.5497,15.6811,76.1518,25.23,15.94,310.9234,56.849,27.44,103.6045,139.2591,17.1806,45.96,9.6674,29.23,21.6215,13.8886,66.5188,27.85,29.9787,13.6583,22.4379,73.2146,54.4352,55.567,25.1465,96.7993,69.8033
2020-09-18,15.5246,27.6794,6.09,14.9638,13.19,1.6892,42.7941,19.21,86.6331,23.1539,24.2796,14.2975,24.7117,52.3125,14.6577,30.2236,21.1872,19.9155,69.9004,114.4349,70.9302,106.2881,100.3575,90.42,183.2,63.0799,106.3303,37.2407,52.107,34.4813,15.3555,143.1577,111.5605,65.8539,101.1084,11.91,220.97,87.18,16.8481,53.4398,15.3436,76.1606,24.93,16.17,307.3438,56.6014,27.44,103.5145,138.8263,17.0609,47.44,9.5451,29.06,21.6474,13.777,65.0182,28.75,29.4631,13.5056,22.3926,72.3967,53.497,55.057,24.7033,96.6528,68.8322
